example_id,bucket,split,gold,cot_pred,astar_pred,cot_correct,astar_correct,failure_category,selected_rescue,selected_preserve,selected_answer_only
logicqa_a7e3498eaf22,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_a857dffc46b4,cot_only,train,C,C,B,True,False,logical_constraints,False,True,False
logicqa_a85a3cd0ac57,both_wrong,train,D,C,A,False,False,logical_constraints,False,False,False
logicqa_a92775504b5c,both_wrong,train,B,C,A,False,False,logical_constraints,False,False,False
logicqa_aa98e6327681,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_ab90513416b8,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_abe916cf08d3,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_ac10b5c2b0e5,both_wrong,train,C,D,A,False,False,logical_constraints,False,False,False
logicqa_ac8429d7a04c,cot_only,train,A,A,D,True,False,logical_constraints,False,True,False
logicqa_adec3caad17e,cot_only,train,C,C,A,True,False,logical_constraints,False,True,False
logicqa_af1393c9d532,cot_only,train,C,C,A,True,False,logical_constraints,False,True,False
logicqa_afaddcfa2874,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_afdee8589925,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_b05a4cd465cf,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_b10b959ad3a0,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_b20e5b8aed63,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_b215b727eb5d,both_wrong,train,D,B,A,False,False,logical_constraints,False,False,False
logicqa_b232de65151b,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_b256f8cdb561,both_wrong,train,B,D,D,False,False,inference_selection,False,False,False
logicqa_b38f32bac16d,both_wrong,dev,B,A,A,False,False,logical_constraints,False,False,False
logicqa_b4385d11be18,both_wrong,dev,C,A,A,False,False,logical_constraints,False,False,False
logicqa_b4434a7f6f93,both_wrong,train,D,B,A,False,False,logical_constraints,False,False,False
logicqa_b4505eb91bdb,both_wrong,train,D,A,A,False,False,inference_selection,False,False,False
logicqa_b4b896c193b7,cot_only,train,B,B,A,True,False,logical_constraints,False,True,False
logicqa_b4d75c8b5d8b,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_b4f272326e90,both_correct,train,A,A,A,True,True,other,False,True,False
logicqa_b59f01915ec1,both_wrong,dev,D,A,A,False,False,logical_constraints,False,False,False
logicqa_b5cd90e2d603,both_correct,train,A,A,A,True,True,logical_constraints,False,True,False
logicqa_b618a61fbd30,both_wrong,train,D,B,A,False,False,other,False,False,False
logicqa_b7663a61e01b,cot_only,dev,C,C,A,True,False,logical_constraints,False,False,False
logicqa_b80fec0c2058,both_wrong,train,B,A,C,False,False,inference_selection,False,False,False
logicqa_b9be2ff9fa81,cot_only,dev,B,B,A,True,False,inference_selection,False,False,False
logicqa_ba01956bd65b,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_ba91cefaeb7f,both_correct,train,A,A,A,True,True,logical_constraints,False,True,False
logicqa_bb050720145e,both_wrong,train,D,A,C,False,False,inference_selection,False,False,False
logicqa_bb0fa02c0cff,both_wrong,train,B,C,A,False,False,logical_constraints,False,False,False
logicqa_bb2866c3b4ce,both_wrong,train,C,A,B,False,False,inference_selection,False,False,False
logicqa_bb63a95c22f6,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_bb6718a3e062,cot_only,train,C,C,A,True,False,logical_constraints,False,True,False
logicqa_bbc21117f24e,astar_only,train,A,C,A,False,True,logical_constraints,True,False,False
logicqa_bbf286aa2a24,both_wrong,dev,B,A,A,False,False,logical_constraints,False,False,False
logicqa_bcb1f297c64f,both_correct,train,B,B,B,True,True,logical_constraints,False,True,False
logicqa_bdccda85785e,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_be093b012d29,both_wrong,train,B,C,A,False,False,logical_constraints,False,False,False
logicqa_be193d7ea5d6,both_correct,train,A,A,A,True,True,logical_constraints,False,False,False
logicqa_be1f92dc72c2,both_wrong,dev,C,B,A,False,False,logical_constraints,False,False,False
logicqa_bf12bb21a592,astar_only,train,A,C,A,False,True,logical_constraints,True,False,False
logicqa_bfc7584f49c7,cot_only,dev,B,B,A,True,False,logical_constraints,False,False,False
logicqa_bfdb117e2d9d,cot_only,train,A,A,B,True,False,inference_selection,False,True,False
logicqa_bff1337e184f,both_wrong,train,B,D,A,False,False,logical_constraints,False,False,False
logicqa_c081e819931e,cot_only,train,A,A,B,True,False,inference_selection,False,False,False
logicqa_c08d3d94a98b,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_c0a95b8292b2,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_c0ad3df748dc,both_wrong,train,D,A,C,False,False,logical_constraints,False,False,False
logicqa_c0c37f53f9b5,both_wrong,dev,B,A,A,False,False,logical_constraints,False,False,False
logicqa_c0cca2849e0b,both_wrong,dev,C,B,A,False,False,logical_constraints,False,False,False
logicqa_c0d25246b319,both_wrong,dev,D,B,C,False,False,logical_constraints,False,False,False
logicqa_c105f7e69a24,astar_only,train,B,A,B,False,True,logical_constraints,True,False,False
logicqa_c1f0fdac5ec0,both_wrong,dev,D,A,A,False,False,logical_constraints,False,False,False
logicqa_c20724cd18b5,astar_only,dev,C,A,C,False,True,logical_constraints,False,False,False
logicqa_c2dbe961e50e,both_wrong,train,C,D,A,False,False,logical_constraints,False,False,False
logicqa_c2e2a753e511,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_c2f5b59f0a48,both_wrong,train,D,C,A,False,False,logical_constraints,False,False,False
logicqa_c3843bc395d9,both_wrong,dev,D,B,A,False,False,logical_constraints,False,False,False
logicqa_c3cfc3c6769b,both_wrong,train,C,D,A,False,False,logical_constraints,False,False,False
logicqa_c421d01db266,both_wrong,dev,C,A,A,False,False,logical_constraints,False,False,False
logicqa_c42e73e87ac9,cot_only,train,A,A,D,True,False,inference_selection,False,True,False
logicqa_c4fad2d3160a,both_wrong,dev,C,A,A,False,False,logical_constraints,False,False,False
logicqa_c5604e108fc6,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_c5d39e70bd8e,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_c5d55aa1eea6,both_correct,train,A,A,A,True,True,logical_constraints,False,True,False
logicqa_c6d192b0c6f6,both_wrong,dev,D,A,A,False,False,logical_constraints,False,False,False
logicqa_c76ce3c173e8,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_c772f4697d38,both_correct,train,A,A,A,True,True,inference_selection,False,True,True
logicqa_c7cfefeef970,astar_only,train,A,D,A,False,True,logical_constraints,True,False,False
logicqa_c8271eeaa23c,both_wrong,train,D,A,B,False,False,logical_constraints,False,False,False
logicqa_c871afe1640c,both_wrong,train,D,A,C,False,False,logical_constraints,False,False,False
logicqa_c8825a326fba,both_correct,train,B,B,B,True,True,inference_selection,False,False,False
logicqa_ca14c950cf26,both_wrong,dev,C,A,A,False,False,other,False,False,False
logicqa_ca74ab81a7c3,astar_only,dev,C,B,C,False,True,logical_constraints,False,False,False
logicqa_caa50731b446,cot_only,train,D,D,B,True,False,inference_selection,False,True,False
logicqa_cae8d78f50c6,both_wrong,train,D,B,A,False,False,logical_constraints,False,False,False
logicqa_cbc7f21188b7,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_cbe372919107,both_correct,train,A,A,A,True,True,logical_constraints,False,True,False
logicqa_cc1dde93a459,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_ccbee4887829,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_ccde9b91db5b,cot_only,train,D,D,C,True,False,logical_constraints,False,True,True
logicqa_cd21b96b6e20,astar_only,train,A,C,A,False,True,logical_constraints,True,False,False
logicqa_cd4886962082,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_cdc82ec8c36b,both_wrong,train,B,C,A,False,False,inference_selection,False,False,False
logicqa_ce29ba051c24,astar_only,train,A,C,A,False,True,logical_constraints,True,False,False
logicqa_ce5786c01571,both_wrong,train,C,B,A,False,False,logical_constraints,False,False,False
logicqa_ced523be1981,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_cf037f2edb4d,both_wrong,train,C,A,A,False,False,inference_selection,False,False,False
logicqa_cf296020a71e,cot_only,dev,C,C,A,True,False,logical_constraints,False,False,False
logicqa_d00b480163ca,both_wrong,train,D,B,A,False,False,logical_constraints,False,False,False
logicqa_d016d8abe86f,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_d0aa62694f13,both_correct,train,A,A,A,True,True,logical_constraints,False,True,False
logicqa_d0d5e047f1c2,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_d0f29f10a0dc,both_wrong,train,D,A,A,False,False,inference_selection,False,False,False
logicqa_d12f0584ace0,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_d25e97cb9bd6,cot_only,train,C,C,A,True,False,logical_constraints,False,False,False
logicqa_d3f799a74661,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_d61c17caddb3,both_wrong,dev,C,A,A,False,False,inference_selection,False,False,False
logicqa_d756aef31bb5,cot_only,train,C,C,A,True,False,logical_constraints,False,True,False
logicqa_d77ad687670e,both_wrong,train,D,A,A,False,False,inference_selection,False,False,False
logicqa_d7c58d45149e,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_d7fc61005303,astar_only,train,A,C,A,False,True,logical_constraints,True,False,False
logicqa_d8a1d45804cc,astar_only,train,A,D,A,False,True,logical_constraints,True,False,False
logicqa_d97ba5838c27,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_da3d37598512,both_wrong,train,C,D,A,False,False,logical_constraints,False,False,False
logicqa_da889d59ee99,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_dae826317c3b,cot_only,train,C,C,D,True,False,logical_constraints,False,True,False
logicqa_dca1ee595fdd,both_wrong,train,B,D,A,False,False,logical_constraints,False,False,False
logicqa_dceb2c5fb992,both_wrong,train,B,A,C,False,False,logical_constraints,False,False,False
logicqa_dd081309e0ae,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_dd1e5a53f577,both_wrong,train,A,D,C,False,False,logical_constraints,False,False,False
logicqa_de4d84bb2210,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_deca10d9f031,astar_only,train,A,B,A,False,True,logical_constraints,True,False,False
logicqa_df16b6b3eefe,both_wrong,dev,D,C,B,False,False,logical_constraints,False,False,False
logicqa_dfbfe9290835,both_wrong,dev,C,A,A,False,False,logical_constraints,False,False,False
logicqa_dfff6ba72d94,both_wrong,train,B,A,D,False,False,logical_constraints,False,False,False
logicqa_e09013604e64,cot_only,train,D,D,A,True,False,logical_constraints,False,True,True
logicqa_e14b0d05a3b6,both_wrong,train,C,B,A,False,False,inference_selection,False,False,False
logicqa_e14fec54b338,both_wrong,train,C,D,A,False,False,logical_constraints,False,False,False
logicqa_e184d604d33b,astar_only,train,A,B,A,False,True,logical_constraints,True,False,False
logicqa_e1ae1d3e4f13,both_correct,train,A,A,A,True,True,logical_constraints,False,True,False
logicqa_e1caf466b57f,both_wrong,dev,B,A,A,False,False,logical_constraints,False,False,False
logicqa_e24d00a1966a,cot_only,train,A,A,D,True,False,logical_constraints,False,True,False
logicqa_e2b9f027e7aa,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_e30c6dfb1443,cot_only,train,B,B,A,True,False,inference_selection,False,True,False
logicqa_e39553d33f7d,both_wrong,train,D,A,B,False,False,logical_constraints,False,False,False
logicqa_e3c7b65830d4,astar_only,train,A,D,A,False,True,logical_constraints,True,False,False
logicqa_e3eb1ed7a088,both_wrong,dev,D,A,A,False,False,logical_constraints,False,False,False
logicqa_e5b4da940872,astar_only,train,D,C,D,False,True,logical_constraints,True,False,False
logicqa_e605024e20d6,both_wrong,dev,B,A,A,False,False,logical_constraints,False,False,False
logicqa_e74a220b6592,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_e7ef5d88dff5,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_e7f8dcc56b35,both_wrong,dev,B,A,A,False,False,logical_constraints,False,False,False
logicqa_e7fd483e8813,both_wrong,train,D,B,B,False,False,inference_selection,False,False,False
logicqa_e8c86909c99e,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_e9ffceb630fd,both_wrong,dev,B,A,A,False,False,logical_constraints,False,False,False
logicqa_ea09f0ac9748,both_wrong,dev,C,D,D,False,False,logical_constraints,False,False,False
logicqa_ea1f35443746,cot_only,train,D,D,A,True,False,logical_constraints,False,True,False
logicqa_ea760cfa8f08,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_ea9f3d6d81f7,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_eabaf102fff9,astar_only,train,C,A,C,False,True,logical_constraints,True,False,False
logicqa_eba8c4119fab,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_ebb5b701c875,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_ec3c2c8a0edc,both_correct,dev,A,A,A,True,True,logical_constraints,False,False,False
logicqa_eceabc947354,astar_only,train,C,A,C,False,True,inference_selection,True,False,False
logicqa_ed373e292de6,cot_only,dev,D,D,A,True,False,logical_constraints,False,False,False
logicqa_edef751dca93,cot_only,train,C,C,A,True,False,logical_constraints,False,True,False
logicqa_ee7769fbab86,both_wrong,train,B,C,A,False,False,logical_constraints,False,False,False
logicqa_eebf4bcceb7c,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_eec3acc4e07e,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_eeeff32553a2,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_ef19dfcfcb1f,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_ef5fd7bfc0fc,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_f0c17844c550,both_wrong,dev,B,A,A,False,False,logical_constraints,False,False,False
logicqa_f0fa5a729c2e,astar_only,train,C,A,C,False,True,logical_constraints,True,False,False
logicqa_f27b8e3bfc5e,astar_only,train,A,C,A,False,True,logical_constraints,True,False,False
logicqa_f28364ef302d,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_f2de30de6078,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_f3301589f852,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_f369e2ab347a,both_wrong,dev,A,D,D,False,False,logical_constraints,False,False,False
logicqa_f387c04a4aa6,cot_only,dev,B,B,A,True,False,logical_constraints,False,False,False
logicqa_f3a5399ebff5,both_correct,train,A,A,A,True,True,logical_constraints,False,True,False
logicqa_f4ae03704e2c,both_wrong,dev,B,A,A,False,False,logical_constraints,False,False,False
logicqa_f4d69efd5bcb,both_wrong,dev,B,D,C,False,False,logical_constraints,False,False,False
logicqa_f4eb76ec3d97,both_wrong,train,D,A,A,False,False,logical_constraints,False,False,False
logicqa_f555efc3165b,both_wrong,train,B,D,A,False,False,inference_selection,False,False,False
logicqa_f568b22541f0,both_correct,train,A,A,A,True,True,logical_constraints,False,False,False
logicqa_f6e83880b25b,both_correct,train,A,A,A,True,True,logical_constraints,False,True,False
logicqa_f7746adcf5d1,both_wrong,train,B,A,A,False,False,logical_constraints,False,False,False
logicqa_f78b906b64c3,both_wrong,train,D,C,A,False,False,logical_constraints,False,False,False
logicqa_f80958e015dc,both_correct,train,A,A,A,True,True,logical_constraints,False,True,False
logicqa_f88ee416caf9,both_wrong,dev,D,B,A,False,False,logical_constraints,False,False,False
logicqa_f8e73168911d,both_correct,train,A,A,A,True,True,logical_constraints,False,True,False
logicqa_f9a1bc524ce8,astar_only,train,A,D,A,False,True,inference_selection,True,False,False
logicqa_fb33d697b86f,both_wrong,train,B,D,A,False,False,logical_constraints,False,False,False
logicqa_fb4f55410871,both_wrong,train,D,A,C,False,False,logical_constraints,False,False,False
logicqa_fbce865f61c0,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_fc6c705cc32b,astar_only,train,A,,A,False,True,logical_constraints,True,False,False
logicqa_fd624a62c46d,both_wrong,train,C,A,A,False,False,logical_constraints,False,False,False
logicqa_fe349a2549e7,cot_only,train,A,A,D,True,False,inference_selection,False,True,False
logicqa_fea645e16718,both_wrong,train,C,B,D,False,False,logical_constraints,False,False,False
logicqa_feaa10e120d3,both_wrong,train,B,A,A,False,False,inference_selection,False,False,False
logicqa_fffbbcf88dc8,both_wrong,train,D,B,A,False,False,logical_constraints,False,False,False
